datetime,city,state,country,shape,summary,report_date
05/02/2024 21:07,05/02/2024 21:07,Phoenix,AZ,USA,Oval,Oval shaped Hazy white light object in sky
05/02/2024 21:07,05/02/2024 21:07,Moapa Valley,NV,USA,Circle,"We seen a air craft in the sky, that was not a airplane, it just vanished"
05/02/2024 21:07,05/02/2024 21:07,Morgan Hill,CA,USA,Fireball,"Looked up when in yard. Saw hazy cloud w/bright center. Tried to take video, but picture instead. As soon as picture taken, it vanished"
05/02/2024 21:07,05/02/2024 21:07,Malibu,CA,USA,Light,"A bright white light with a haze around it, like a helicopter hovering, then suddenly moved incredibly fast to the north east."
05/02/2024 21:06,05/02/2024 21:06,Bullhead City,AZ,USA,Oval,Saw a massive light in the sky that seemed masked by clouds yet it is a cloudless night
05/02/2024 21:05,05/02/2024 21:05,Goleta,CA,USA,Light,"Bright white light, no noise, lower in sky over neighborhood. Changes direction, stops & winks out."
05/02/2024 21:00,05/02/2024 21:00,Bilisht,Korçë County,Albania,Cigar,Hovered above my position at a height of about 500m it had a long shape like a cigarette about 50m long
05/02/2024 20:06,05/02/2024 20:06,Buckeye,AZ,USA,Light,"Flying westbound at 43000’ object was opposite direction, appeared to be orbital alt and speed, large aura around object."
05/02/2024 01:00,05/02/2024 01:00,Lavinia,TN,USA,Orb,3 lights get bright and dim then repeat
05/01/2024 22:30,05/01/2024 22:30,,Delhi,India,Star,Saw 20-30 stars emerge in from the Auriga constellation and travel and turned conspicuously east of Star Capella
05/01/2024 21:50,05/01/2024 21:50,Lakeland,FL,USA,Orb,Light recorded on SD ring doorbell
05/01/2024 21:45,05/01/2024 21:45,Cleveland,OH,USA,Orb,I saw an orange orb in the sky moving for approximately 9-12 seconds.
05/01/2024 13:00,05/01/2024 13:00,,,Unspecified,Cigar,Cigar shaped object flickered and then disappeared.
05/01/2024 11:20,05/01/2024 11:20,Nashville,TN,USA,Diamond,White glow in center. Floating high. Not a plane or helicopter. It was looping erratically then dissappeared
06/30/2024 23:00,06/30/2024 23:00,Port Angeles,WA,USA,Other,"We saw an orb of light shaped like a donut slowly brighten, slowly dim, hover, and then disappear."
06/30/2024 21:36,06/30/2024 21:36,Water Valley,MS,USA,Oval,When I saw the UAP it hovered for about 3 seconds before it went up then vertically to the right and then to the left then disappeared
06/30/2024 05:45,06/30/2024 05:45,Hiawatha,IA,USA,Sphere,"Silver Metallic Globe Hovers Stationary in Clear Sky, Suddenly Disappears."
06/30/2024 02:40,06/30/2024 02:40,Ottsville,PA,USA,Changing,Long thin object hovered and changed position from vertical to horizontal
06/29/2024 23:21,06/29/2024 23:21,Narragansett,RI,USA,Light,Lights appeared while at desk
06/29/2024 23:00,06/29/2024 23:00,Eagle Harbor,MI,USA,Oval,We saw an oval/pear shaped craft 1-2 miles away that had an extremely bright orange light on it.
06/29/2024 22:10,06/29/2024 22:10,Elyria,OH,USA,Cone,"I exited my garage and seen a bright white light through the trees so I run out into my backyard and I see it for a second, then Vanish"
06/29/2024 21:20,06/29/2024 21:20,Heroica Matamoros,Tamaulipas,Mexico,Circle,I was heading to the store when my wife mentioned to me about some lights in the sky that we observed for 5 minutes before they disappe
06/29/2024 21:20,06/29/2024 21:20,Huntsville,TX,USA,Circle,Orange light in sky
06/29/2024 20:05,06/29/2024 20:05,Cleveland,OH,USA,Oval,2 blimp-shaped objects appear to flash and disappear into the clouds.
06/29/2024 19:07,06/29/2024 19:07,Spring Valley,OH,USA,Cigar,I was taking video of a lightning storm and the object streaked across my view
06/29/2024 16:30,06/29/2024 16:30,Pasadena,CA,USA,Other,The object appeared like an ice cream cone shape that was changing colors with very bright lights
06/29/2024 14:30,06/29/2024 14:30,San Francisco,CA,USA,Unknown,Very high small object flash on/off
06/29/2024 14:20,06/29/2024 14:20,Dunmore,MT,USA,Circle,It was hovering in the sky for about 30 minutes and started to move slowly
06/29/2024 14:00,06/29/2024 14:00,Wayne,NJ,USA,Star,Black circle that looked like it had a surrounding energy field
06/29/2024 10:50,06/29/2024 10:50,Webber,KS,USA,Circle,Ballon like object
06/29/2024 09:21,06/29/2024 09:21,Naples,FL,USA,Changing,First appeared at a lower altitude. When camera was in process of taking photo object pulled away to higher altitude.
06/29/2024 03:25,06/29/2024 03:25,Atchison,KS,USA,Orb,It looks like a white ball that is very very slowly moving east.
06/29/2024 02:03,06/29/2024 02:03,Los Angeles,CA,USA,Unknown,"It was a small white dot that alternated between shifting between every color of the rainbow, then it would rotate and move away"
06/29/2024 00:02,06/29/2024 00:02,Santa Clarita,CA,USA,Fireball,It looked like I was watching a video of when the space shuttle exploded
06/29/2024 00:02,06/29/2024 00:02,Rancho Cucamonga,CA,USA,Fireball,Saw the UFO at my church.  (meteor)
06/28/2024 22:00,06/28/2024 22:00,Chatham,MA,USA,Triangle,Blue Orbs in Triangle or V Shape. Merge to orange orb. With other swirling lights in the vicinity.
06/28/2024 21:27,06/28/2024 21:27,Fargo,ND,USA,Cigar,White weird shaped object slow moving. Started in front of a plane heading south from Fargo airport.
06/28/2024 21:15,06/28/2024 21:15,Safford,AZ,USA,Light,Bright object landing in mountains
06/28/2024 21:00,06/28/2024 21:00,Saltillo,MS,USA,Orb,"Thought maybe an old satellite, but in a minute made 2 other hard rt turns. A lg passenger jet intersected over the top of the object"
06/28/2024 20:28,06/28/2024 20:28,Idaho Falls,ID,USA,Cigar,My daughter and I were sitting on our back deck yesterday evening and she spotted a white object in the sky. This object made no noise
06/28/2024 20:28,06/28/2024 20:28,Boulder,CO,USA,Formation,3 objects in triangular formation. 1 object appears to be 2 parts orbiting one another
06/28/2024 15:04,06/28/2024 15:04,Moore,OK,USA,Diamond,It looks like a tandem diamond-shaped almost pod racer from Star wars swoop down and split into two veering off to the West it's split
06/28/2024 14:04,06/28/2024 14:04,Yukon,OK,USA,Cigar,"A solid white cigar or tic tac shape, off in the western sky, as I walked out my front door."
06/28/2024 12:50,06/28/2024 12:50,East Windsor,CT,USA,Cigar,There were two cigar shaped objects flanking a commercial airplane
06/28/2024 11:09,06/28/2024 11:09,Lincoln,England,United Kingdom,Cigar,"White cylindrical object spotted flying east to west shortly before planes with contrails, which this object didn't have"
06/28/2024 11:05,06/28/2024 11:05,North Brunswick Township,NJ,USA,Sphere,"Heard commercial plane overhead. Saw white sphere flying near plane. Sphere hovered/loitered ~10 seconds, then zoomed off & disappeared"
06/28/2024 06:00,06/28/2024 06:00,Cincinnati,OH,USA,Light,Bright shining light hovering in the sky then vanishing after a few minutes.
06/28/2024 01:30,06/28/2024 01:30,Plattsmouth,NE,USA,Formation,"Lights in the west 45° above the horizon approximately 4 miles in the distance, objects moved slowly at first an left"
06/27/2024 23:20,06/27/2024 23:20,Yenifoca,İzmir,Türkiye,Light,It was very fast and left a trail behind. It was a thick and long beam of light. It was glowing.
06/27/2024 22:20,06/27/2024 22:20,Oceanside,CA,USA,Circle,A white light appeared and moved down and disappeared
06/27/2024 22:00,06/27/2024 22:00,Las Vegas,NV,USA,Light,"The blue lights are back, flying one after another 1.5 minutes apart or parallel as two (3' or 4' held at arm's length apart)"
06/27/2024 20:40,06/27/2024 20:40,,Cairo Governorate,Egypt,Orb,Flashing orb hovering and rotating from far distance and moving in a weird way at crazy speed or just standing still in place hovering
06/27/2024 20:15,06/27/2024 20:15,Patterson,CA,USA,Changing,Iridescent bubble with dark object inside turned into a golden disk and remained in place for approximately 30 minutes then faded back
06/27/2024 19:00,06/27/2024 19:00,Thành phố Mỹ Tho,Tiền Giang,Vietnam,Triangle,9 black triangle ufos
06/27/2024 15:48,06/27/2024 15:48,Grangeville,ID,USA,Orb,Object was first observed bearing N x W of location provided. Object slowly transited from west to east over several hours.
06/27/2024 05:15,06/27/2024 05:15,Huntsville,AL,USA,Circle,"The craft came from the right and went through a cloud then stopped I was reaching for my camera, then it went down."
06/27/2024 02:30,06/27/2024 02:30,Hialeah Gardens,FL,USA,Star,3 Nights of Stars that Spawn for about 3 Seconds then Dissapear in the same Location
06/26/2024 20:43,06/26/2024 20:43,Perry,MI,USA,Cylinder,I saw a white tic tac object flying back and forth slowly no sound or chem trail then about 20 minute later a military aircraft flew by
06/26/2024 15:00,06/26/2024 15:00,Norman,OK,USA,Other,I saw a coffin-shaped craft moving amongst the clouds emitting red lightning and making horrific noises
06/26/2024 14:35,06/26/2024 14:35,Head of Chezzetcook,NS,Canada,Triangle,Sister got a photo of black triangle object
06/26/2024 08:34,06/26/2024 08:34,Waverly,KS,USA,Oval,Shimmering oval shaped sphere moving through the clouds
06/25/2024 20:40,06/25/2024 20:40,Camas,WA,USA,Disk,"Commercial aircraft sized elliptical object, with no visible wings. Shiny silver, reflecting the setting sun on the lower rear portion"
06/25/2024 19:24,06/25/2024 19:24,Wilton Manors,FL,USA,Sphere,Saw a round object go by slower than a plane
06/25/2024 14:30,06/25/2024 14:30,Los Angeles,CA,USA,Sphere,"Two crafts, one silver reflective sphere the other dull gold and black wrinkled look."
06/25/2024 08:45,06/25/2024 08:45,Pleasanton,CA,USA,Circle,Round reflective odd moving shapes internally. Stationary
06/25/2024 05:50,06/25/2024 05:50,San Jose,CA,USA,Changing,A reflective shape changing object caught my eye just before sunrise. It then stayed stationary in the sky until clouds covered it
06/24/2024 22:44,06/24/2024 22:44,Hedgesville,WV,USA,Star,This is the third night we have seen such objects...looking like stars but moving quickly...eminating out of the area of the Big Dipper
06/24/2024 22:34,06/24/2024 22:34,Greeley,CO,USA,Light,Flying north to south from 2 sources
06/24/2024 21:30,06/24/2024 21:30,Erice,Sicily,Italy,Orb,Attached video was shot with my cell phone after noticing the unusual light in the sky
06/24/2024 20:39,06/24/2024 20:39,Georgetown,TX,USA,Orb,Appeared orb that floated around then disappeared
06/24/2024 20:22,06/24/2024 20:22,Denver,CO,USA,Other,I was filming dragonflies in my yard when suddenly a silver object with a red stripe caught my eye it was falling very fast
06/24/2024 20:17,06/24/2024 20:17,Brantford,ON,Canada,Oval,I did File a Reported to the Brantford Police
06/23/2024 22:10,06/23/2024 22:10,Frangokastello,,Greece,Unknown,"a big object with a light source (rotating and shining visibly) in the middle, connecting two gleaming ""clouds"""
06/23/2024 22:00,06/23/2024 22:00,Cleveland,TX,USA,Other,"I thought that is was a jet stream at first and then the lights got brighter, it went across the sky then disappeared"
06/23/2024 21:45,06/23/2024 21:45,Fordoche,LA,USA,Formation,I was driving home in the middle of nowhere when I seen a line of 7 lights moving slow disappearing and reappearing in a different spot
06/23/2024 21:40,06/23/2024 21:40,Lafayette,LA,USA,Cylinder,Stationary cylinder that quickly disappeared after several minutes.
06/23/2024 21:35,06/23/2024 21:35,Marsaskala,,Malta,Cylinder,"Metal cylinder, under it a blue light"
06/23/2024 21:30,06/23/2024 21:30,Glendale,AZ,USA,Orb,Bright blue orb
06/23/2024 21:22,06/23/2024 21:22,El Cajon,CA,USA,Light,"Light was directly overhead. Flashing colors moving eratically in small circles, wandering and back and forth, with instant stopping."
06/23/2024 21:14,06/23/2024 21:14,Augusta,Sicilia,Italy,Rectangle,A flying object with a main light and a string of lights aligned and another fast flying object that dissapeared
06/23/2024 20:30,06/23/2024 20:30,Franklin,IN,USA,Orb,Observed a white orb traveling through blue skies
06/23/2024 19:20,06/23/2024 19:20,San Jose,CA,USA,Orb,"Translucent circle with bright white light outline, and somewhat crooked vertical line up the middle."
06/23/2024 19:15,06/23/2024 19:15,San Jose,CA,USA,Disk,"Thought at first balloon, but it was stationary in sky,looked through binoculars and saw a saucer shaped object just sitting in sky."
06/23/2024 17:35,06/23/2024 17:35,General Santos City,SOCCSKSARGEN,Philippines,Oval,"Seen from KCC Mall over bay. Object falls from the sky as a light, stops, zips leftward, and hovers over sea appearing as a black oval."
06/23/2024 17:00,06/23/2024 17:00,Tracy,CA,USA,Circle,"5pm outside looking up at commercial planes and birds, saw white ""star"" ""planet"", very high compared to planes. no details/movement"
06/23/2024 11:31,06/23/2024 11:31,Lutz,FL,USA,Star,Phoenix Lights formation in Florida
06/23/2024 10:19,06/23/2024 10:19,Newark,DE,USA,Light,This object has shot sparks of light in front of my house on the sidewalk and the grassy area across from my home.
06/22/2024 21:45,06/22/2024 21:45,Detroit,OR,USA,Oval,Two quick successions of flashing silver oval shapes nearly overlapping
06/22/2024 21:34,06/22/2024 21:34,Knox,IN,USA,Changing,3 objects looking like lanterns morph into drone-shapes. Start at different times but in same location and fly same direction.
06/22/2024 20:20,06/22/2024 20:20,Watertown,MA,USA,Sphere,"Spiky Black VW Bug sized and shaped object 500 ft high, 80 mph, flew over house, no sound, looked evil."
06/22/2024 17:51,06/22/2024 17:51,Newark,DE,USA,Circle,Seen what looked like a balloon but moving quickly in a strait direction no way a balloon could ever move from wind
06/22/2024 16:30,06/22/2024 16:30,Los Angeles,CA,USA,Orb,Several reflective objects seen across 2hrs
06/22/2024 08:50,06/22/2024 08:50,Bradenton,FL,Unspecified,Triangle,Brilliant White Light that resembled a Star or Planet in Bright Daylight at first sighting.
